budget_code,description,approved_amount,zone_text,budget_type
2103002016,توسعه آبياري بابلر ـ خیابان بهشت از كوچه 31 تا خيابان آتشگاه,0,09 منطقه نه,capital
2103002017,توسعه آبياري بابلر ـ خیابان ميرزاطاهر از ميدان سقاخانه تا بزرگراه شهید خرازی,0,09 منطقه نه,capital
2103002018,توسعه آبياري بابلر ـ خيابان باغ فردوس ديوار ورزشگاه,0,09 منطقه نه,capital
2103002024,توسعه آبیاری بابلر ـ خیابان شهدای کوهانستان,3000000000,09 منطقه نه,capital
21030021,ساماندهی پارک و قطعات فضای سبز,70847000000,09 منطقه نه,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,3577000000,09 منطقه نه,capital
2103002102,ساماندهي فضای سبز خیابان قدس,10000000000,09 منطقه نه,capital
2103002103,ساماندهي پارك گلشن,3740000000,09 منطقه نه,capital
2103002104,ساماندهي پارك سعدي,7530000000,09 منطقه نه,capital
2103002105,ساماندهي پارك نور,6370000000,09 منطقه نه,capital
2103002106,ساماندهي پارك وحدت,13880000000,09 منطقه نه,capital
2103002107,ساماندهي فضای سبز خیابان بهستان,6200000000,09 منطقه نه,capital
2103002109,ساماندهي پارك جنت,0,09 منطقه نه,capital
2103002110,ساماندهي فضای سبز خيابان كوهانستان,0,09 منطقه نه,capital
2103002111,ساماندهي پارك قدس,7980000000,09 منطقه نه,capital
2103002112,ساماندهي فضای سبز خيابان آتشگاه,0,09 منطقه نه,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,43000000000,09 منطقه نه,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,35000000000,09 منطقه نه,capital
21030027,مبلمان ایستگاه اتوبوس شهری,7340000000,09 منطقه نه,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,7340000000,09 منطقه نه,capital
21030030,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,12000000000,09 منطقه نه,capital
2103003001,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,12000000000,09 منطقه نه,capital
21030032,هوشمندسازی تقاطع ها,4140000000,09 منطقه نه,capital
2103003201,هوشمندسازی تقاطع ها,4140000000,09 منطقه نه,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,4000000000,09 منطقه نه,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,4000000000,09 منطقه نه,capital
21030035,بند 14 و ماده 110 قانون شهرداری,6420000000,09 منطقه نه,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,6420000000,09 منطقه نه,capital
21030036,حفر و تنقیه چاه‌های آب باران,8640000000,09 منطقه نه,capital
2103003601,حفر و تنقیه چاه‌های آب باران,8640000000,09 منطقه نه,capital
21030037,احداث آبراهه و کانیو,6750000000,09 منطقه نه,capital
2103003701,احداث آبراهه و کانیو,6750000000,09 منطقه نه,capital
21030039,واکاری درختان,9300000000,09 منطقه نه,capital
2103003901,واکاری درختان,9300000000,09 منطقه نه,capital
21030043,تهيه و نصب پلاك پستي_x000D_,30000000000,09 منطقه نه,capital
2103004301,تهيه و نصب پلاك پستي,30000000000,09 منطقه نه,capital
21030101,تعریض باند غربی کندرو تقاطع بزرگراه شهید خرازی با خیابان جهاد,220000000000,09 منطقه نه,capital
2103010101,تعریض باند غربی کندرو تقاطع بزرگراه شهید خرازی با خیابان جهاد,220000000000,09 منطقه نه,capital
21030111,احداث ایستگاه آتش نشانی خیابان شهید نبوی منش,65000000000,09 منطقه نه,capital
2103011101,احداث ایستگاه آتش نشانی خیابان شهید نبوی منش,65000000000,09 منطقه نه,capital
21030114,احداث پل صاحب الروضات,200000000000,09 منطقه نه,capital
2103011401,احداث پل صاحب الروضات,200000000000,09 منطقه نه,capital
2103024604,احداث منبع آب بوستان فردوس,20000000000,09 منطقه نه,capital
2103024608,احداث محوطه چندمنظوره خیابان میرزاطاهر,14000000000,09 منطقه نه,capital
2103024619,ساماندهي كوچه 13 خيابان ميرزاطاهر غربي,0,09 منطقه نه,capital
2103024620,تملک و بازگشایی گلوگاه های سطح منطقه,219000000000,09 منطقه نه,capital
2103024621,تعميرات و تكميل پياده روهاي خيابان ميرزا طاهر,0,09 منطقه نه,capital
2103024624,محوطه سازي و بدنه سازي مادی تیران,0,09 منطقه نه,capital
2103024625,آشکارسازی گذرگاهای عابرپیاده سطح منطقه,5000000000,09 منطقه نه,capital
2103024626,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر سطح منطقه,0,09 منطقه نه,capital
2103024627,احداث جایگاه شارژ خودرو برقی,0,09 منطقه نه,capital
2103024630,احداث شبكه روشنايي بوستان مهر,10000000000,09 منطقه نه,capital
2103024631,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو حد فاصل مادی تيران تا مادی فدن,10000000000,09 منطقه نه,capital
2103024632,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر سطح منطقه,10000000000,09 منطقه نه,capital
2103024637,باز زنده سازی سردهانه مادی فرشادی و مادی قمیش,0,09 منطقه نه,capital
2103024638,ديزل ژنراتور ساختمان خدمات شهري منطقه,0,09 منطقه نه,capital
2103024639,ساماندهی مادی و انهار سطح منطقه ( با تاکید بر افزایش نفوذپذیری بستر),10000000000,09 منطقه نه,capital
2103024640,خرید (تعویض) ایستگاههای سیار بازیافت-کندرو بزرگراه شهید خرازی، ورودی مادی حاجی,0,09 منطقه نه,capital
2103024641,بازسازي مقبره پير نجم الدين,0,09 منطقه نه,capital
2103024647,ساماندهی آرامستان محلی آزادان,15000000000,09 منطقه نه,capital
2103024650,احداث زمین ورزشی روباز محله آزادان,12000000000,09 منطقه نه,capital
2103024702,تملك و بازگشايي گلوگاه هاي بافت محور اصلي محله كارلادان (كوچه مهرگان-109),0,09 منطقه نه,capital
2103024703,تملک و بازگشایی گلوگاه های بافت محور لادان از کوچه 44,50000000000,09 منطقه نه,capital
2103024704,تملك فضاي سبز و فرهنگي ورزشي محله مهديه,100000000000,09 منطقه نه,capital
2103024706,احداث شبكه روشنايي بوستان بهاران,15000000000,09 منطقه نه,capital
2103024708,احداث سرویس بهداشتی در خيابان شهيد آيت اله اشرفي اصفهاني,20000000000,09 منطقه نه,capital
2103024709,ساماندهي كوچه گلنثار,10000000000,09 منطقه نه,capital
2103024710,اجراي المان سردار شهيد سيد احمد حجازي,5000000000,09 منطقه نه,capital
2103024713,زيرسازي و آسفالت گذر كفشه ران,0,09 منطقه نه,capital
2103024714,تجهيز بوستان وحيد,0,09 منطقه نه,capital
2103024715,مسیر سلامت بوستان بهاران,0,09 منطقه نه,capital
2103024717,مشارکت در احداث فضاي سبز و فرهنگي ورزشي محله مهديه,0,09 منطقه نه,capital
2103024726,تملک و بازگشایی گلوگاه محور امام زاده سید احمد جروکان,20000000000,09 منطقه نه,capital
21040101,مشارکت در تملک یا احداث طرح چشمه های نورانی,20000000000,09 منطقه نه,capital
2104010102,احداث فانوس نورانی بوستان فردوس,20000000000,09 منطقه نه,capital
2104010103,احداث فانوس نورانی بوستان مهر,0,09 منطقه نه,capital
2104010104,مشارکت در احداث مسجد الرضا(ع),0,09 منطقه نه,capital
2104010105,مشارکت در تملک یا احداث طرح چشمه های نورانی-مجموعه ورزشی، فرهنگی، مذهبی مسجدصاحب الزمان (عج),0,09 منطقه نه,capital
2104010106,مشارکت در تملک یا احداث طرح چشمه های نورانی-مجموعه فرهنگی شهید رجایی مسجد الحسین(ع),0,09 منطقه نه,capital
22010001,خرید ماشین آلات و وسایل نقلیه,7300000000,09 منطقه نه,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,7300000000,09 منطقه نه,capital
22020002,تجهیزات اداری,1350000000,09 منطقه نه,capital
2202000201,تجهیزات اداری,1350000000,09 منطقه نه,capital
22020003,تجهیزات رایانه ای,5550000000,09 منطقه نه,capital
2202000301,تجهیزات رایانه ای,5550000000,09 منطقه نه,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,400000000,09 منطقه نه,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,400000000,09 منطقه نه,capital
22090001,لوازم فنی و تجهیزات,1900000000,09 منطقه نه,capital
2209000101,لوازم فنی و تجهیزات,700000000,09 منطقه نه,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,1200000000,09 منطقه نه,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,09 منطقه نه,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,09 منطقه نه,capital
26010102,تملک باند کندرو شمالی خیابان آتشگاه,105000000000,09 منطقه نه,capital
2601010201,تملک باند کندرو شمالی خیابان آتشگاه حدفاصل خیابان شهیدمظاهری تا وحدت,105000000000,09 منطقه نه,capital
26010104,تملک بوستان مهر,50000000000,09 منطقه نه,capital
2601010401,تملک بوستان مهر,50000000000,09 منطقه نه,capital
27010001,حقوق و امتیازات,300000000,09 منطقه نه,capital
2701000101,حقوق و امتیازات,300000000,09 منطقه نه,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,2000000000,10 منطقه ده,capital
2103000103,ساماندهی آبنما - بوستان لاله,15000000000,10 منطقه ده,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,1600000000,10 منطقه ده,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,1600000000,10 منطقه ده,capital
21030004,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,12700000000,10 منطقه ده,capital
2103000401,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,12700000000,10 منطقه ده,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,20000000000,10 منطقه ده,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,20000000000,10 منطقه ده,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,10 منطقه ده,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,10 منطقه ده,capital
2103001004,تجهیز حسینیه‌ها جهت بهره‌برداری ورزشی تفریحی,12000000000,10 منطقه ده,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,8250000000,10 منطقه ده,capital
2103001604,اصلاح مجموعه طنابی پروین,2000000000,10 منطقه ده,capital
21030018,خرید پساب,0,10 منطقه ده,capital
2103001801,خرید پساب,0,10 منطقه ده,capital
21030019,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,49500000000,10 منطقه ده,capital
2103001901,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,49500000000,10 منطقه ده,capital
21030020,شبکه آبیاری و توزیع آب,84688000000,10 منطقه ده,capital
2103002001,شبکه آبیاری و توزیع آب,43250000000,10 منطقه ده,capital
2103002020,اتصال چاه ها به کلکتور پروین، چهارراه هفت تیر، چهارراه صباحی، چهارراه شیخ طوسی,3000000000,10 منطقه ده,capital
21030021,ساماندهی پارک و قطعات فضای سبز,84420000000,10 منطقه ده,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,40550000000,10 منطقه ده,capital
2103002102,ساماندهی پارک ملکوتی خواه,5330000000,10 منطقه ده,capital
2103002105,ساماندهی پارک سروستان,0,10 منطقه ده,capital
2103002106,ساماندهی پارک دو هزار,0,10 منطقه ده,capital
2103002107,ساماندهی پارک ظفر,0,10 منطقه ده,capital
2103002109,ساماندهی فضای سبز باغ بانوان,0,10 منطقه ده,capital
2103002110,ساماندهی پارک نفیس,0,10 منطقه ده,capital
2103002111,ساماندهی پارک شمس,0,10 منطقه ده,capital
2103002112,ساماندهی پارک زرین کوب,0,10 منطقه ده,capital
2103002113,ساماندهی فضای سبز خیابان معراج,0,10 منطقه ده,capital
2103002114,ساماندهی فضای سبز خیابان خواجه عمید,0,10 منطقه ده,capital
2103002118,ساماندهی فضای سبزحاشیه بزرگراه شهید اقابابایی,14500000000,10 منطقه ده,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,31000000000,10 منطقه ده,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,18000000000,10 منطقه ده,capital
21030027,مبلمان ایستگاه اتوبوس شهری,5320000000,10 منطقه ده,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,5320000000,10 منطقه ده,capital
21030030,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,21000000000,10 منطقه ده,capital
2103003001,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,21000000000,10 منطقه ده,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,3000000000,10 منطقه ده,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,3000000000,10 منطقه ده,capital
21030032,هوشمندسازی تقاطع ها,6130000000,10 منطقه ده,capital
2103003201,هوشمندسازی تقاطع ها,6130000000,10 منطقه ده,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,3530000000,10 منطقه ده,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,3530000000,10 منطقه ده,capital
21030035,بند 14 و ماده 110 قانون شهرداری,8000000000,10 منطقه ده,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,8000000000,10 منطقه ده,capital
21030036,حفر و تنقیه چاه‌های آب باران,10000000000,10 منطقه ده,capital
2103003601,حفر و تنقیه چاه‌های آب باران,10000000000,10 منطقه ده,capital
21030037,احداث آبراهه و کانیو,6500000000,10 منطقه ده,capital
2103003701,احداث آبراهه و کانیو,6500000000,10 منطقه ده,capital
21030039,واکاری درختان,17000000000,10 منطقه ده,capital
2103003901,واکاری درختان,17000000000,10 منطقه ده,capital
21030043,تهيه و نصب پلاك پستي_x000D_,0,10 منطقه ده,capital
2103004301,تهيه و نصب پلاك پستي,0,10 منطقه ده,capital
21030101,ساماندهی باند شرقی خیابان دشتستان (حدفاصل خیابان عسگریه تا میدان شهید فهمیده),60000000000,10 منطقه ده,capital
2103010101,ساماندهی باند شرقی خیابان دشتستان (حدفاصل خیابان عسگریه تا میدان شهید فهمیده),60000000000,10 منطقه ده,capital
21030102,احداث ادامه خیابان شهید کشاورز محله هفتون,0,10 منطقه ده,capital
2103010201,احداث ادامه خیابان شهید کشاورز محله هفتون,0,10 منطقه ده,capital
21030106,احداث سپتیک در زیرگذر اتوبان شهید آقابابایی,0,10 منطقه ده,capital
2103010601,احداث سپتیک در زیرگذر اتوبان شهید آقابابایی,0,10 منطقه ده,capital
21030107,اتصال ادامه خیابان فرسان جنوبی به خیابان مهر,0,10 منطقه ده,capital
2103010701,اتصال ادامه خیابان فرسان جنوبی به خیابان مهر,0,10 منطقه ده,capital
21030108,احداث ادامه خیابان سپیده کاشانی به خیابان سروستان,0,10 منطقه ده,capital
2103010801,احداث ادامه خیابان سپیده کاشانی به خیابان سروستان,0,10 منطقه ده,capital
21030109,احداث منبع آب  پارکینگ پارک لاله واقع در خیابان قدس,75000000000,10 منطقه ده,capital
2103010901,احداث منبع آب  پارکینگ پارک لاله واقع در خیابان قدس,75000000000,10 منطقه ده,capital
21030110,احداث خیابان حدفاصل میدان شش راه تا پل قهجاورستان,0,10 منطقه ده,capital
2103011001,احداث خیابان حدفاصل میدان شش راه تا پل قهجاورستان,0,10 منطقه ده,capital
21030111,ساماندهی ترافیکی رفیوژ میانی خیابان پروین (تقاطع پروین-جی),0,10 منطقه ده,capital
2103011101,ساماندهی ترافیکی رفیوژ میانی خیابان پروین (تقاطع پروین-جی),0,10 منطقه ده,capital
21030112,آسفالت رینگ سوم ترافیکی,0,10 منطقه ده,capital
2103011201,آسفالت رینگ سوم ترافیکی,0,10 منطقه ده,capital
21030113,احداث راستگرد خیابان پروین به خیابان جی,10000000000,10 منطقه ده,capital
2103011301,احداث راستگرد خیابان پروین به خیابان جی,10000000000,10 منطقه ده,capital
21030116,احداث فضای سبز میدان شش راه,0,10 منطقه ده,capital
2103011601,احداث فضای سبز میدان شش راه,0,10 منطقه ده,capital
21030202,توسعه باغ بانوان طلوع,100000000000,10 منطقه ده,capital
2103020201,توسعه باغ بانوان طلوع,100000000000,10 منطقه ده,capital
2103024602,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر فرعی سطح منطقه,50000000000,10 منطقه ده,capital
2103024603,محصور نمودن محدوده ایستگاه پمپاژ گل نرگس,35000000000,10 منطقه ده,capital
2103024605,بازسازی زمین ورزشی روباز پارک انقلاب,10000000000,10 منطقه ده,capital
2103024607,احداث پل عابر پیاده بر روی مادی مرغاب,10000000000,10 منطقه ده,capital
2103024608,تملک خیابان عسگریه دوم حدفاصل خیابان پروین تا سپیده کاشانی,65000000000,10 منطقه ده,capital
2103024610,بازیکده نوین پارک شهیدان ملکوتی,11000000000,10 منطقه ده,capital
2103024614,احداث محوطه چند منظوره خیابان هفت تیر,10000000000,10 منطقه ده,capital
2103024615,احداث شبکه روشنایی بوستان نماز 1 و 2,25000000000,10 منطقه ده,capital
2103024618,احداث سرویس بهداشتی پارک شمس,17000000000,10 منطقه ده,capital
2103024619,احداث شبکه روشنایی پارک گلستان خواجه عمید,0,10 منطقه ده,capital
2103024623,پیاده روسازی خیابان لاله (از میدان قدس تا ترمینال باقوشخانه),30000000000,10 منطقه ده,capital
2103024626,احداث منبع آب پل آزادگان,0,10 منطقه ده,capital
2103024627,احداث مجموعه فرهنگی مجاور مسجد حجیته واقع در پارک انقلاب,30000000000,10 منطقه ده,capital
2103024628,تملک ملک مجاور مسجد ولیعصر واقع در خیابان صباحی,70000000000,10 منطقه ده,capital
2103024631,پیاده روسازی خیابان لاله حدفاصل باقوشخانه تا میدان لاله,0,10 منطقه ده,capital
2103024633,ساماندهی مادی راران ( با تاکید بر افزایش نفوذپذیری بستر),0,10 منطقه ده,capital
2103024635,ارتقا کیفی مجتمع فرهنگی مطبوعاتی اصفهان,10000000000,10 منطقه ده,capital
2103024636,بازسازی و تعمیرات اساسی مراکز فرهنگی ورزشی سطح منطقه,20000000000,10 منطقه ده,capital
2103024637,تملک و بازگشایی گلوگاه و روان بخشی بافت محلات,180000000000,10 منطقه ده,capital
2103024641,خرید و نصب دیزل ژنراتور ساختمان خدمات شهری منطقه 10,0,10 منطقه ده,capital
2103024642,خرید و نصب دیزل ژنراتور ساختمان معاونت خدمات شهری,0,10 منطقه ده,capital
2103024643,باززنده سازی سردهانه مادی راران  ابتدای سروش,0,10 منطقه ده,capital
2103024646,احداث محوطه چندمنظوره میدان هفت تیر,0,10 منطقه ده,capital
2103024647,پیاده روسازی کوی مصلی,0,10 منطقه ده,capital
2103024648,پیاده رو سازی باند غربی خیابان خواجه عمید جنوبی,0,10 منطقه ده,capital
2103024649,احداث سالن جلسات ساختمان شهرداری منطقه 10,0,10 منطقه ده,capital
2103024650,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو در کنارگذر بزرگراه شهید آقابابایی,0,10 منطقه ده,capital
2103024651,توسعه ساختمان خدمات شهری منطقه 10,0,10 منطقه ده,capital
2103024652,مرمت ساختمان اداری ایستگاه آتش نشانی خیابان سعادت,0,10 منطقه ده,capital
2103024654,نصب آسانسور بر روی پل های عابر پیاده خیابان پروین,0,10 منطقه ده,capital
2103024656,احداث فضای سبز حاشیه خیابان شهید خزائی,0,10 منطقه ده,capital
2103024657,بهسازی پل های عابر پیاده مکانیزه,0,10 منطقه ده,capital
2103024659,احداث سرویس بهداشتی پرتابل پارک انقلاب,5000000000,10 منطقه ده,capital
2103024672,اطفا و اعلام حریق پارکینگ میدان احمدآباد(جی),0,10 منطقه ده,capital
2103024673,احداث جایگاه شارژ خودرو برقی,0,10 منطقه ده,capital
2103024677,جمع آوري و هدايت آب هاي سطحي اراضي مشرف به كوره معک و شهرك امام حسین (ع),0,10 منطقه ده,capital
2103024678,احداث یادمان شهدای گمنام پارک لاله,0,10 منطقه ده,capital
2103024702,احداث میدان در تقاطع مواصلاتی شهرک میلاد به سمت محله جوهران,10000000000,10 منطقه ده,capital
2103024703,ساماندهی مسیر امتداد منار باقوشخانه-گذر ولیعصر,20000000000,10 منطقه ده,capital
2103024704,تملک پارکینگ مجاور ساختمان شهرداری منطقه10,0,10 منطقه ده,capital
2103024706,احداث سرویس بهداشتی  پارک روبروی امامزاده اطشاران,17000000000,10 منطقه ده,capital
2103024709,احداث پیاده رو و مسیر دسترسی از مدرسه پزشک زاده به سمت مجموعه های مسکونی میلاد,6000000000,10 منطقه ده,capital
2103024710,احداث فضای سبز محله حصه,100000000000,10 منطقه ده,capital
2103024711,اتصال خیابان شهید رئیسی به پارک حصه,0,10 منطقه ده,capital
2103024712,احداث پارکینگ طبقاتی خیابان مصلی,385000000000,10 منطقه ده,capital
2103024713,احداث خیابان اطشاران,160000000000,10 منطقه ده,capital
2103024714,تملک و بازگشایی گلوگاه و روان بخشی بافت محلات حصه و اطشاران,50000000000,10 منطقه ده,capital
2103024718,پیاده روسازی خیابان میرزای شیرازی,0,10 منطقه ده,capital
2103024719,تملک راستگرد خیابان اوحدی به شیخ طوسی غربی,0,10 منطقه ده,capital
2103024720,تکمیل احداث مجموعه ورزشی سرپوشیده پارک شیمیا در محله هفتون,0,10 منطقه ده,capital
2103024721,احداث خیابان گرکان,0,10 منطقه ده,capital
2103024722,تملک راستگرد خیابان اوحدی به مصلی,0,10 منطقه ده,capital
2103024723,ساماندهی پارک اردیبهشت,0,10 منطقه ده,capital
2103024725,تملک اتصال خیابان شهید رئیسی به پارک حصه,0,10 منطقه ده,capital
21040102,مشارکت در تملک یا احداث طرح چشمه های نورانی,50000000000,10 منطقه ده,capital
2104010201,مشارکت در تملک یا احداث طرح چشمه های نورانی,20000000000,10 منطقه ده,capital
2104010202,احداث فانوس نورانی بوستان نماز,30000000000,10 منطقه ده,capital
22020002,تجهیزات اداری,1125000000,10 منطقه ده,capital
2202000201,تجهیزات اداری,1125000000,10 منطقه ده,capital
22020003,تجهیزات رایانه ای,6350000000,10 منطقه ده,capital
2202000301,تجهیزات رایانه ای,6350000000,10 منطقه ده,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,540000000,10 منطقه ده,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,540000000,10 منطقه ده,capital
22090001,لوازم فنی و تجهیزات,2160000000,10 منطقه ده,capital
2209000101,لوازم فنی و تجهیزات,160000000,10 منطقه ده,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,2000000000,10 منطقه ده,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,10 منطقه ده,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,10 منطقه ده,capital
26010101,تملک راستگرد خیابان پروین به خیابان جی,60000000000,10 منطقه ده,capital
2601010101,تملک راستگرد خیابان پروین به خیابان جی,60000000000,10 منطقه ده,capital
26010102,تملک ادامه خیابان سپیده کاشانی به خیابان سروستان,160000000000,10 منطقه ده,capital
2601010201,تملک ادامه خیابان سپیده کاشانی به خیابان سروستان,160000000000,10 منطقه ده,capital
26010103,تملک خیابان اطشاران حدفاصل بزرگراه شهیدآقابابایی تا کوی میلاد,0,10 منطقه ده,capital
2601010301,تملک خیابان اطشاران حدفاصل بزرگراه شهیدآقابابایی تا کوی میلاد,0,10 منطقه ده,capital
26010104,تملک ایستگاه قطارشهری,80000000000,10 منطقه ده,capital
2601010401,تملک ایستگاه قطار شهری (طوقچی-شاهد),80000000000,10 منطقه ده,capital
26010105,تملک خیابان عسگریه دوم حدفاصل خیابان پروین تا سپیده کاشانی,0,10 منطقه ده,capital
2601010501,تملک خیابان عسگریه دوم حدفاصل خیابان پروین تا سپیده کاشانی,0,10 منطقه ده,capital
26010106,تملک جهت تصفیه خانه سلامت (پل تمدن),0,10 منطقه ده,capital
2601010601,تملک جهت تصفیه خانه سلامت (پل تمدن),0,10 منطقه ده,capital
26010107,تملک ادامه خیابان شیرازی تا خیابان لاله,0,10 منطقه ده,capital
2601010701,تملک ادامه خیابان شیرازی تا خیابان لاله,0,10 منطقه ده,capital
26010108,تملک پارکینگ باغ بانوان طلوع,0,10 منطقه ده,capital
2601010801,تملک پارکینگ باغ بانوان طلوع,0,10 منطقه ده,capital
26010111,تملک ادامه خیابان شهید کشاورز محله هفتون,500000000000,10 منطقه ده,capital
2601011101,تملک ادامه خیابان شهید کشاورز محله هفتون,500000000000,10 منطقه ده,capital
26010116,تملک کمربندی شمالی حدفاصل بزرگراه شهید آقابابایی تا محدوده منطقه 15,200000000000,10 منطقه ده,capital
2601011601,تملک کمربندی شمالی حدفاصل بزرگراه شهید آقابابایی تا محدوده منطقه 15,200000000000,10 منطقه ده,capital
27010001,حقوق و امتیازات,880000000,10 منطقه ده,capital
2701000101,حقوق و امتیازات,880000000,10 منطقه ده,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,1000000000,11 منطقه يازده,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,900000000,11 منطقه يازده,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,900000000,11 منطقه يازده,capital
21030004,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,4500000000,11 منطقه يازده,capital
2103000401,نصب پلاک‌های شهرداری و شماره‌گذاری معابر,4500000000,11 منطقه يازده,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,8000000000,11 منطقه يازده,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,8000000000,11 منطقه يازده,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,11 منطقه يازده,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,11 منطقه يازده,capital
2103001004,تجهیز حسینیه‌ها جهت بهره‌برداری ورزشی تفریحی,12000000000,11 منطقه يازده,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,2350000000,11 منطقه يازده,capital
2103001604,احداث مجموعه بازی پارك درخشان,0,11 منطقه يازده,capital
21030018,خرید پساب,0,11 منطقه يازده,capital
2103001801,خرید پساب,0,11 منطقه يازده,capital
21030019,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,20400000000,11 منطقه يازده,capital
2103001901,حفر، لایروبی کف‌شکنی و تجهیز چاه فضای سبز,20400000000,11 منطقه يازده,capital
21030020,شبکه آبیاری و توزیع آب,8400000000,11 منطقه يازده,capital
2103002001,شبکه آبیاری و توزیع آب,1800000000,11 منطقه يازده,capital
21030021,ساماندهی پارک و قطعات فضای سبز,30189000000,11 منطقه يازده,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,18369000000,11 منطقه يازده,capital
2103002102,ساماندهی فضای سبز میدان کهندژ,5000000000,11 منطقه يازده,capital
2103002103,ساماندهی پارک شاهد,2880000000,11 منطقه يازده,capital
2103002104,ساماندهی لچکی های خیابان شریف غربی و ابوذر,3040000000,11 منطقه يازده,capital
2103002105,ساماندهی فضای سبز خیابان امام خمینی (ره),0,11 منطقه يازده,capital
2103002106,ساماندهی پارک گلستان,0,11 منطقه يازده,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,23000000000,11 منطقه يازده,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,14000000000,11 منطقه يازده,capital
21030027,مبلمان ایستگاه اتوبوس شهری,6150000000,11 منطقه يازده,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,6150000000,11 منطقه يازده,capital
21030030,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,10000000000,11 منطقه يازده,capital
2103003001,طرح‌های ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,10000000000,11 منطقه يازده,capital
