budget_code,description,approved_amount,budget_type
26010105,تملک خیابان عسگریه دوم حدفاصل خیابان پروین تا سپیده کاشانی,0,capital
2601010501,تملک خیابان عسگریه دوم حدفاصل خیابان پروین تا سپیده کاشانی,0,capital
26010106,تملک جهت تصفیه خانه سلامت (پل تمدن),0,capital
2601010601,تملک جهت تصفیه خانه سلامت (پل تمدن),0,capital
26010107,تملک ادامه خیابان شیرازی تا خیابان لاله,0,capital
2601010701,تملک ادامه خیابان شیرازی تا خیابان لاله,0,capital
26010108,تملک پارکینگ باغ بانوان طلوع,0,capital
2601010801,تملک پارکینگ باغ بانوان طلوع,0,capital
26010111,تملک ادامه خیابان شهید کشاورز محله هفتون,500000000000,capital
2601011101,تملک ادامه خیابان شهید کشاورز محله هفتون,500000000000,capital
26010116,تملک کمربندی شمالی حدفاصل بزرگراه شهید آقابابایی تا محدوده منطقه 15,200000000000,capital
2601011601,تملک کمربندی شمالی حدفاصل بزرگراه شهید آقابابایی تا محدوده منطقه 15,200000000000,capital
27010001,حقوق و امتیازات,880000000,capital
2701000101,حقوق و امتیازات,880000000,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,1000000000,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,900000000,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,900000000,capital
21030004,نصب پلاکهای شهرداری و شمارهگذاری معابر,4500000000,capital
2103000401,نصب پلاکهای شهرداری و شمارهگذاری معابر,4500000000,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,8000000000,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,8000000000,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103001004,تجهیز حسینیهها جهت بهرهبرداری ورزشی تفریحی,12000000000,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,2350000000,capital
2103001604,احداث مجموعه بازی پارک درخشان,0,capital
21030018,خرید پساب,0,capital
2103001801,خرید پساب,0,capital
21030019,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,20400000000,capital
2103001901,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,20400000000,capital
21030020,شبکه آبیاری و توزیع آب,8400000000,capital
2103002001,شبکه آبیاری و توزیع آب,1800000000,capital
21030021,ساماندهی پارک و قطعات فضای سبز,30189000000,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,18369000000,capital
2103002102,ساماندهی فضای سبز میدان کهندژ,5000000000,capital
2103002103,ساماندهی پارک شاهد,2880000000,capital
2103002104,ساماندهی لچکی های خیابان شریف غربی و ابوذر,3040000000,capital
2103002105,ساماندهی فضای سبز خیابان امام خمینی (ره),0,capital
2103002106,ساماندهی پارک گلستان,0,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,23000000000,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,14000000000,capital
21030027,مبلمان ایستگاه اتوبوس شهری,6150000000,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,6150000000,capital
21030030,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,10000000000,capital
2103003001,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,10000000000,capital
21030032,هوشمندسازی تقاطع ها,1040000000,capital
2103003201,هوشمندسازی تقاطع ها,1040000000,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,0,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,0,capital
21030035,بند 14 و ماده 110 قانون شهرداری,6080000000,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,6080000000,capital
21030036,حفر و تنقیه چاههای آب باران,9000000000,capital
2103003601,حفر و تنقیه چاههای آب باران,9000000000,capital
21030037,احداث آبراهه و کانیو,2100000000,capital
2103003701,احداث آبراهه و کانیو,2100000000,capital
21030039,واکاری درختان,3000000000,capital
2103003901,واکاری درختان,3000000000,capital
21030043,تهیه و نصب پلاک پستی_x000D_,30000000000,capital
2103004301,تهیه و نصب پلاک پستی,30000000000,capital
21030103,احداث راستگرد خیابان امام رضا (ع) به خیابان امام خمینی(ره),10000000000,capital
2103010301,احداث راستگرد خیابان امام رضا (ع) به خیابان امام خمینی(ره),10000000000,capital
21030105,احداث منبع آب پارک شهدای مدافع حرم,0,capital
2103010501,احداث منبع آب پارک شهدای مدافع حرم,0,capital
21030106,احداث باند شمالی خیابان شهید غفاری,0,capital
2103010601,احداث باند شمالی خیابان شهید غفاری,0,capital
21030107,تکمیل خیابان فضیلت,0,capital
2103010701,تکمیل خیابان فضیلت,0,capital
2103024602,پیاده رو سازی خیابان شهیدان عاملی,48500000000,capital
2103024603,پیاده روسازی و بهسازی پارک درخشان,0,capital
2103024604,بهسازی پیاده روهای بوستان بهشت,35000000000,capital
2103024607,سردیس شهیدالقدس سردار محمدرضا زاهدی,0,capital
2103024608,تملک و بازگشایی گلوگاه های سطح منطقه,47000000000,capital
2103024610,تبدیل فرهنگسرای گلزار شهدا به موزه تخصصی ایثار و شهادت,20000000000,capital
2103024611,مبلمان ویژه خیابان ابوذر,0,capital
2103024612,ساماندهی آرامستان محلی رهنان و امام زاده میر مدینه و گلزار شهدا,25000000000,capital
2103024617,نماسازی مسجد امام محمد باقر (ع) (مسجد درودگری),8000000000,capital
2103024618,احداث زمین ورزشی روباز در پارک درخشان,0,capital
2103024619,توسعه فضای سبز پارک درخشان,0,capital
2103024620,سرویس بهداشتی پارک مدافعان حرم,0,capital
2103024621,احداث جایگاه شارژ خودرو برقی,0,capital
2103024622,باززنده سازی سر دهانه مادی پرتمان,0,capital
2103024624,بهسازی پل عابر پیاده مکانیزه خیابان کهندژ,0,capital
2103024625,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو میدان شاهد و معابر منتهی,0,capital
2103024628,بازسازی و تجهیز باغ بانوان فروغ,33500000000,capital
2103024633,پیاده روسازی خیابان امام سجاد (ع),0,capital
2103024636,احداث سرویس بهداشتی جنب گلزار شهدا,0,capital
2103024637,ساماندهی مادی سودان ( با تاکید بر افزایش نفوذپذیری بستر),10000000000,capital
2103024644,ساماندهی ساختمان اداری منطقه یازده,0,capital
2103024702,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر خیابان بابوکان (محله بابوکان جنوبی),10000000000,capital
2103024703,ساماندهی کندرو و پیاده رو خیابان امام خمینی (محله بابوکان جنوبی),50000000000,capital
2103024704,کفپوش زمین ورزشی [هارد کورت] پارک شهاب (محله لیمجیر),0,capital
2103024710,ساماندهی فضاهای نا امن و بی دفاع از طریق ماده 110 و ماده 55 بند 14 قانون شهرداری ها در محله بابوکان جنوبی,10000000000,capital
2103024713,پیاده رو سازی خیابان شهدای لیمجیر (محله لیمجیر),75000000000,capital
2103024715,احداث مسیر پیاده روی جنب مادی ظهر آبادی (محله اسلامی),40000000000,capital
2103024716,ساماندهی مسیر پیاده روی اطراف مادی پرتمان (محله اسلامی),30000000000,capital
2103024717,احیا مادی ظهرآبادی محله اسلامی ( با تاکید بر افزایش نفوذپذیری بستر),21000000000,capital
2103024720,بدنه سازی و دیوار پیرامونی گلزار شهدا رهنان (محله ماشاده),0,capital
2103024721,احداث محوطه چند منظوره خیابان شهیدان عاملی (محله زاجان),0,capital
2103024722,ترمیم و روکش آسفالت معابر اصلی و فرعی (محله ماشاده),0,capital
2103024723,پیاده روسازی و بهسازی پارک امام رضا (ع) (محله ماشاده),0,capital
2103024724,احداث سرویس بهداشتی پارک امام رضا(ع) (محله ماشاده),0,capital
2103024725,پیاده رو سازی خیابان بهاران (محله زاجان),0,capital
2103024726,پیاده رو سازی فاز دوم خیابان قدس (محله طاحونه),0,capital
2103024727,پیاده رو سازی خیابان شریف غربی (محله زاجان),0,capital
2103024739,ساماندهی فضاهای نا امن و بی دفاع از طریق ماده 110 و ماده 55 بند 14 قانون شهرداری ها در محله اسلامی,20000000000,capital
2103024741,احداث شبکه روشنایی پارک شاهد (محله اسلامی),4000000000,capital
2103024742,ساماندهی فضای سبز پارک شاهد (محله اسلامی),6000000000,capital
2103024747,تملک و بازگشایی گلوگاه های بافت محلات منتخب,50000000000,capital
2103024748,تملک خیابان امام جواد(ع) (محله بابوکان جنوبی),50000000000,capital
21040101,مشارکت در تملک یا احداث طرح چشمه های نورانی,30000000000,capital
2104010101,مشارکت در تملک یا احداث طرح چشمه های نورانی,0,capital
2104010102,احداث فانوس نورانی پارک امام رضا(ع),30000000000,capital
22020002,تجهیزات اداری,1000000000,capital
2202000201,تجهیزات اداری,1000000000,capital
22020003,تجهیزات رایانه ای,3160000000,capital
2202000301,تجهیزات رایانه ای,3160000000,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,500000000,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,500000000,capital
22090001,لوازم فنی و تجهیزات,2100000000,capital
2209000101,لوازم فنی و تجهیزات,1350000000,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,750000000,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
26010101,تملک خیابان 20 متری اتصال خیابان شریف غربی به سودان,50000000000,capital
2601010101,تملک خیابان 20 متری اتصال خیابان شریف غربی به سودان,50000000000,capital
26010102,تملک پهنه ظهر آبادی,0,capital
2601010201,تملک پهنه ظهر آبادی,0,capital
26010103,تملک باند شمالی خیابان شهید غفاری,0,capital
2601010301,تملک باند شمالی خیابان شهید غفاری,0,capital
26010104,تملک خیابان 18 متری از خیابان سعدی به خیابان شریف شرقی,100000000000,capital
2601010401,تملک خیابان 18 متری از خیابان سعدی به خیابان شریف شرقی,100000000000,capital
26010105,تملک پارکینگ روباز خیابان ابوذر,50000000000,capital
2601010501,تملک پارکینگ روباز خیابان ابوذر,50000000000,capital
26010106,تملک فضای سبز پشت مصلی نماز جمعه,100000000000,capital
2601010601,تملک فضای سبز پشت مصلی نماز جمعه,100000000000,capital
26010107,تملک پارک ظهرآبادی,200000000000,capital
2601010701,تملک پارک ظهرآبادی,200000000000,capital
27010001,حقوق و امتیازات,70000000,capital
2701000101,حقوق و امتیازات,70000000,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,5200000000,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,500000000,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,500000000,capital
21030004,نصب پلاکهای شهرداری و شمارهگذاری معابر,9900000000,capital
2103000401,نصب پلاکهای شهرداری و شمارهگذاری معابر,9900000000,capital
2103000602,اصلاح و تکمیل شبکه روشنائی خیابان بهارستان غربی تا مفتح,13200000000,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,0,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,0,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103001004,تجهیز حسینیهها جهت بهرهبرداری ورزشی تفریحی,12000000000,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,6900000000,capital
2103001605,احداث مجموعه بازی و کف پوش پارک قدس,0,capital
2103001606,احداث مجموعه بازی و کف پوش پارک کوثر,0,capital
21030018,خرید پساب,18900000000,capital
2103001801,خرید پساب,18900000000,capital
21030019,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,19750000000,capital
2103001901,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,19750000000,capital
21030020,شبکه آبیاری و توزیع آب,104750000000,capital
2103002001,شبکه آبیاری و توزیع آب,12108000000,capital
21030021,ساماندهی پارک و قطعات فضای سبز,41960000000,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,24450000000,capital
2103002102,ساماندهی پارک کوثر 1 و 2,9200000000,capital
2103002103,ساماندهی فضای سبز بلوار وسط خیابان شهید علم الهدی,1450000000,capital
2103002105,ساماندهی پارک گلزار عاشق آباد,800000000,capital
2103002106,ساماندهی رفیوژهای شرقی خیابان امام خمینی (ره),3960000000,capital
2103002109,ساماندهی فضای سبز پارک مهدی مولانا و محله عقیق,0,capital
2103002110,ساماندهی فضای سبز رفیوژ کناری خیابان بهارستان غربی,0,capital
2103002112,ساماندهی پارک دانش,0,capital
2103002115,ساماندهی پارک رز,0,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,50800000000,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,35800000000,capital
21030027,مبلمان ایستگاه اتوبوس شهری,7020000000,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,7020000000,capital
2103002802,مشارکت در احداث زورخانه در محله عاشق آباد,0,capital
2103002803,روکش آسفالت خیابان حد فاصل بهارستان غربی (چهار راه توحید) تا خیابان گلزار شهدای عاشق آباد,0,capital
21030030,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,20000000000,capital
2103003001,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,20000000000,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,750000000,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,750000000,capital
21030032,هوشمندسازی تقاطع ها,5030000000,capital
2103003201,هوشمندسازی تقاطع ها,5030000000,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,0,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,0,capital
21030035,بند 14 و ماده 110 قانون شهرداری,10750000000,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,10750000000,capital
21030036,حفر و تنقیه چاههای آب باران,8500000000,capital
2103003601,حفر و تنقیه چاههای آب باران,8500000000,capital
21030037,احداث آبراهه و کانیو,3500000000,capital
2103003701,احداث آبراهه و کانیو,3500000000,capital
21030039,واکاری درختان,23661000000,capital
2103003901,واکاری درختان,23661000000,capital
21030043,تهیه و نصب پلاک پستی_x000D_,0,capital
2103004301,تهیه و نصب پلاک پستی,0,capital
21030101,احداث خیابان زرین,500000000000,capital
2103010101,احداث خیابان زرین,500000000000,capital
21030102,بازسازی میدان صنعت شهرک صنعتی امیر کبیر,60000000000,capital
2103010201,بازسازی میدان صنعت شهرک صنعتی امیر کبیر,60000000000,capital
21030103,تقاطع غیر همسطح میدان شهید علیخانی(مشارکت با منطقه8),0,capital
2103010301,تقاطع غیر همسطح میدان شهید علیخانی(مشارکت با منطقه8),0,capital
21030104,احداث منبع آب بتنی سرپوشیده پارک ملت,70000000000,capital
2103010401,احداث منبع آب بتنی سرپوشیده پارک ملت,70000000000,capital
21030106,احداث پردیس فرهنگی تفریحی خانواده محور خیابان بهارستان (انتظار),0,capital
2103010601,احداث پردیس فرهنگی تفریحی خانواده محور خیابان بهارستان (انتظار),0,capital
21030107,احداث فرهنگسرای مهدی آباد,100000000000,capital
2103010701,احداث فرهنگسرای مهدی آباد,100000000000,capital
21030108,احداث بوستان محلی امیرالمومنین,0,capital
2103010801,احداث بوستان محلی امیرالمومنین,0,capital
21030109,احداث مجموعه ورزشی مذهبی بیت الزهرا(س),0,capital
2103010901,احداث مجموعه ورزشی مذهبی بیت الزهرا(س),0,capital
2103024604,احداث سرویس بهداشتی بوستان مادر2,20000000000,capital
2103024605,پیاده روسازی در سطح محله نگین,25000000000,capital
2103024606,تعریض خیابان سلمان فارسی,17000000000,capital
2103024607,پیاده روسازی خیابان بهارستان غربی (حدفاصل خیابان شهیدمطهری تا خیابان 17 شهریور),25000000000,capital
2103024608,ساماندهی تابلوهای معابرخیابان امیر کبیر,10000000000,capital
2103024610,احداث شبکه روشنایی لچکی کوثر، استقلال، نگین,16000000000,capital
2103024611,مشارکت در تکمیل فرهنگسرای جنب مسجد قبا,0,capital
2103024613,مشارکت در تکمیل ساختمان مسجد المهدی محله مهدیه,0,capital
2103024614,احداث محوطه چندمنظوره مترو مفتح,40000000000,capital
2103024615,تملک کندرو خیابان امام خمینی(ره),20000000000,capital
2103024616,سرویس بهداشتی پیش ساخته ابتدای خیابان بهارستان غربی,0,capital
2103024618,تملک و بازگشایی گلوگاه های بافت محله ناصر خسرو,0,capital
2103024620,احداث محوطه چند منظوره کنار بیمارستان امام حسین (ع),5000000000,capital
2103024621,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر فرعی سطح منطقه,30000000000,capital
2103024623,مقاوم سازی فرهنگسرای دهخدا,0,capital
2103024626,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو خیابان مشیر الدوله,0,capital
2103024630,تملک گلوگاه ترافیکی راستگرد خیابان مفتح به خیابان بهارستان,0,capital
2103024633,جدول گذاری و ساماندهی تفکیکی خراسانی محله محمود آباد,0,capital
2103024634,خرید (تعویض) ایستگاه سیار بازیافت -میدان نگین,0,capital
2103024635,اصلاح ارتفاع جداول رفیوژ میانی خیابان بهارستان غربی,0,capital
2103024637,بهسازی پل های عابر پیاده مکانیزه,0,capital
2103024647,توسعه ساختمان اداری منطقه 12,0,capital
2103024648,احداث جایگاه شارژ خودرو برقی,0,capital
2103024668,پیاده رو سازی معابر شهرک کوثر,60000000000,capital
2103024691,احداث ساختمان کلانتری (بابت معاوضه ملک در مسیر),100000000000,capital
2103024693,تملک خیابان مخابرات با اولویت ورودی جهت اصلاح ورودی محله,10000000000,capital
2103024694,تملک خیابان گلزار شهدای عاشق آباد جهت اصلاح ورودی محله,10000000000,capital
2103024702,آسفالت معابر فرعی محلات ملک شهر و ناصر خسرو,100000000000,capital
2103024704,ساماندهی مادی هادی گل ( با تاکید بر افزایش نفوذپذیری بستر),0,capital
2103024705,ساماندهی ترافیکی کوثر به عاشق آباد,0,capital
2103024706,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو محلات ملک شهر و ناصر خسرو,30000000000,capital
2103024707,احداث مسجد قدس(جایگزین مسجد میدان قدس),250000000000,capital
2103024710,ساماندهی مبلمان پارک ملت,30000000000,capital
2103024711,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو محله نگین,0,capital
2103024712,بازیکده نور (پارک ملت),17000000000,capital
2103024713,پیاده روسازی در محله ناصرخسرو,23000000000,capital
2103024715,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو خیابان معرفت,0,capital
2103024716,ترمیم و روکش آسفالت کلیه معابر محله محمود آباد,50000000000,capital
2103024717,روکش آسفالت خیابان صدف,0,capital
2103024718,روکش آسفالت خیابان بنت الهدی صدر (از خیابان بهار تا میدان نگین وبالعکس),0,capital
2103024721,تملک و بازگشایی گلوگاه های محله عاشق آباد,150000000000,capital
2103024722,پیاده روسازی خیابان اطلس,0,capital
2103024723,پیاده روسازی حد فاصل خیابان محمد باقر حکیم و صدر,0,capital
2103024724,پیاده روسازی خیابان حکیم شمالی (روحانی),0,capital
2103024725,پیاده روسازی جنب پارک محلی خدمات شهری,0,capital
2103024726,زیرسازی و روکش آسفالت خیابان نگارستان,0,capital
2103024727,چمن مصنوعی زمین ورزشی روباز محله امین آباد,0,capital
2103024728,اتصال شهرک نگین به اتوبان فرزانگان,0,capital
21040101,مشارکت در تملک یا احداث طرح چشمه های نورانی,100000000000,capital
2104010101,مشارکت در تملک یا احداث طرح چشمه های نورانی,28000000000,capital
2104010105,احداث فانوس نورانی بوستان قدس,42000000000,capital
2104010106,احداث فانوس نورانی بوستان صدف,30000000000,capital
22010001,خرید ماشین آلات و وسایل نقلیه,0,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,0,capital
22020002,تجهیزات اداری,1950000000,capital
2202000201,تجهیزات اداری,1950000000,capital
22020003,تجهیزات رایانه ای,7450000000,capital
2202000301,تجهیزات رایانه ای,7450000000,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,5080000000,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,5080000000,capital
22090001,لوازم فنی و تجهیزات,2780000000,capital
2209000101,لوازم فنی و تجهیزات,2000000000,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,780000000,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
26010101,تملک خیابان زرین,300000000000,capital
2601010101,تملک خیابان زرین,300000000000,capital
26010102,تملک ایستگاه قطار شهری (توسعه خط یک),300000000000,capital
2601010201,تملک ایستگاه قطار شهری (توسعه خط یک),300000000000,capital
26010103,تملک بوستان محلی امیرالمومنین,400000000000,capital
2601010301,تملک بوستان محلی امیرالمومنین,400000000000,capital
26010104,تملک کندرو خیابان امام خمینی(ره),0,capital
2601010401,تملک کندرو خیابان امام خمینی(ره),0,capital
26010106,تملک پردیس فرهنگی تفریحی خانواده محور خیابان بهارستان (انتظار),420000000000,capital
2601010601,تملک پردیس فرهنگی تفریحی خانواده محور خیابان بهارستان (انتظار),420000000000,capital
27010001,حقوق و امتیازات,100000000,capital
2701000101,حقوق و امتیازات,100000000,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,1000000000,capital
2103000102,ساماندهی آبنمای بوستان نیایش,10000000000,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,2450000000,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,2450000000,capital
21030004,نصب پلاکهای شهرداری و شمارهگذاری معابر,5500000000,capital
2103000401,نصب پلاکهای شهرداری و شمارهگذاری معابر,5500000000,capital
2103000602,احداث شبکه روشنائی بوستان سجاد,8950000000,capital
2103000603,احداث شبکه روشنایی بوستانهای محلی شهرک ولیعصر,7150000000,capital
2103000604,احداث شبکه روشنایی فرعی های شمالی جنوبی شهرک ولیعصر,0,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,6000000000,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,6000000000,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103001004,تجهیز حسینیهها جهت بهرهبرداری ورزشی تفریحی,12000000000,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,4250000000,capital
2103001602,اصلاح مجموعه طنابی بوستان زمزم,0,capital
21030018,خرید پساب,600000000,capital
2103001801,خرید پساب,600000000,capital
21030019,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,22000000000,capital
2103001901,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,22000000000,capital
21030020,شبکه آبیاری و توزیع آب,59300000000,capital
2103002001,شبکه آبیاری و توزیع آب,9594000000,capital
21030021,ساماندهی پارک و قطعات فضای سبز,14780000000,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,270000000,capital
2103002102,ساماندهی فضای سبز کوه نور,2200000000,capital
2103002107,ساماندهی فضای سبز پل اندیشه,470000000,capital
2103002109,ساماندهی فضای سبز بزرگراه شهید میثمی (پشت دیوار ولیعصر),0,capital
2103002110,ساماندهی قطعه فضای سبز پشت آتش نشانی,640000000,capital
2103002112,ساماندهی فضای سبز جاده راه آفرینش (جنگل قائمیه),0,capital
2103002113,ساماندهی فضای سبز بزرگراه شهید اقارب پرست,0,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,61600000000,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,51600000000,capital
21030027,مبلمان ایستگاه اتوبوس شهری,7020000000,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,7020000000,capital
21030030,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,20000000000,capital
2103003001,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,20000000000,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,9000000000,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,9000000000,capital
21030032,هوشمندسازی تقاطع ها,1040000000,capital
2103003201,هوشمندسازی تقاطع ها,1040000000,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,0,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,0,capital
21030035,بند 14 و ماده 110 قانون شهرداری,5500000000,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,5500000000,capital
21030036,حفر و تنقیه چاههای آب باران,6920000000,capital
2103003601,حفر و تنقیه چاههای آب باران,6920000000,capital
21030037,احداث آبراهه و کانیو,7600000000,capital
2103003701,احداث آبراهه و کانیو,7600000000,capital
21030039,واکاری درختان,13233000000,capital
2103003901,واکاری درختان,13233000000,capital
21030043,تهیه و نصب پلاک پستی_x000D_,89900000000,capital
2103004301,تهیه و نصب پلاک پستی,89900000000,capital
21030101,احداث تصفیه خانه قائمیه,50000000000,capital
2103010101,احداث تصفیه خانه قائمیه,50000000000,capital
21030103,احداث فضای سبز محله قائمیه ( واقع در تفکیکی موسوم به واعظی),0,capital
2103010301,احداث فضای سبز محله قائمیه ( واقع در تفکیکی موسوم به واعظی),0,capital
21030104,احداث مرکز فرهنگی اجتماعی جنب مسجد حضرت ولیعصر (عج),80000000000,capital
2103010401,احداث مرکز فرهنگی اجتماعی جنب مسجد حضرت ولیعصر (عج),80000000000,capital
21030106,اصلاح راستگرد بزرگراه شهید کاظمی به بزرگراه شهید اقارب پرست,10000000,capital
2103010601,اصلاح راستگرد بزرگراه شهید کاظمی به بزرگراه شهید اقارب پرست,10000000,capital
21030107,احداث ایستگاه آتش نشانی شهرک ولیعصر,200000000000,capital
2103010701,احداث ایستگاه آتش نشانی شهرک ولیعصر,200000000000,capital
21030108,احداث منبع آب بوستان نیایش,0,capital
2103010801,احداث منبع آب بوستان نیایش,0,capital
21030109,طرح گردشگری پارک کوهستانی قائمیه (محرک توسعه),50000000000,capital
2103010901,طرح گردشگری پارک کوهستانی قائمیه (محرک توسعه),10000000000,capital
2103010902,احداث بوستان بازی کودکان قائمیه,40000000000,capital
21030112,احداث تقاطع غیر همسطح اتصال خیابان نیاوران به جانبازان,0,capital
2103011201,احداث تقاطع غیر همسطح اتصال خیابان نیاوران به جانبازان,0,capital
21030113,اتصال بلوار شفق به بزرگراه شهید کاظمی مسیر غرب به شرق,0,capital
2103011301,اتصال بلوار شفق به بزرگراه شهید کاظمی مسیر غرب به شرق,0,capital
2103024602,احداث مجموعه تجاری و محوطه سازی جنب مسجد حضرت ولیعصر ( عج ),37500000000,capital
2103024607,پیاه روسازی کندرو بزرگراه شهید میثمی حد فاصل زمین ورزشی روباز پارک زمزم - چهار راه مفتح,15500000000,capital
2103024608,پیاده روسازی ضلع جنوبی بلوار کشاورز حدفاصل میدان 9 دی تا بن بست طالقانی,15000000000,capital
2103024609,بهسازی پیاده رو معابر اصلی محله شفق (گلستان و شقایق),11000000000,capital
2103024610,بهسازی پیاده رو ضلع جنوبی خیابان فرهنگ,3000000000,capital
2103024611,بهسازی پیاده رو ( ضلع جنوبی ) خیابان باغ زیار,13000000000,capital
2103024612,تملک مرکز محله میاندوآب -قائمیه,150000000000,capital
2103024613,بهسازی پیاده رو خیابان مشفق کاشانی جنوبی,11500000000,capital
2103024617,ساماندهی پیرامون قطعه فضای سبز خندق,5000000000,capital
2103024618,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر فرعی سطح منطقه,35500000000,capital
2103024619,ساماندهی مادی لت رقیه کوی 16 و 19(با تاکید بر افزایش نفوذپذیری بستر),13000000000,capital
